,REPORT,CATEGORY
3575,"a witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking . ",0
3576,for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche . ,0
3577,"by the standards of knucklehead swill , the hot chick is pretty damned funny . ",0
3578,one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead . ,0
3579,[reaches] wholly believable and heart-wrenching depths of despair . ,0
3580,an absorbing and unsettling psychological drama . ,0
3581,"this movie may not have the highest production values you've ever seen , but it's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep . ",0
3582,"though it's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves . ",0
3583,the entire cast is extraordinarily good . ,0
3584,"yakusho , as always , is wonderful as the long-faced sad sack . . . and his chemistry with shimizu is very believable . ",0
3585,"the film delivers what it promises : a look at the "" wild ride "" that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans . ",0
3586,"young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work . ",0
3587,"a captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller . ",0
3588,the film sparkles with the the wisdom and humor of its subjects . ,0
3589,"if [jaglom's] latest effort is not the director at his most sparkling , some of its repartee is still worth hearing . ",0
3590,"like the english patient and the unbearable lightness of being , the hours is one of those reputedly "" unfilmable "" novels that has bucked the odds to emerge as an exquisite motion picture in its own right . ",0
3591,"just about the best straight-up , old-school horror film of the last 15 years . ",0
3592,a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933 . ,0
3593,"an oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion . ",0
3594,"while the film is not entirely successful , it still manages to string together enough charming moments to work . ",0
3595,a winning piece of work filled with love for the movies of the 1960s . ,0
3596,"e . t . works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet . ",0
3597,helps to remind the first world that hiv/aids is far from being yesterday's news . ,0
3598,a heartening tale of small victories and enduring hope . ,0
3599,the vistas are sweeping and the acting is far from painful . ,0
3600,jackson and co have brought back the value and respect for the term epic cinema . ,0
3601,"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie's various victimized audience members after a while , but it also happens to be the movie's most admirable quality",0
3602,"charlotte sometimes is a brilliant movie . it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity . ",0
3603,"a delightful stimulus for the optic nerves , so much that it's forgivable that the plot feels like every other tale of a totalitarian tomorrow . ",0
3604,"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats . ",0
3605,a complex psychological drama about a father who returns to his son's home after decades away . ,0
3606,writer and director otar iosseliani's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls . ,0
3607,"this is not a retread of "" dead poets' society . "" ",0
3608,sweet and memorable film . ,0
3609,"a smart , arch and rather cold-blooded comedy . ",0
3610,"keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s . c . , to the adrenaline jolt of a sudden lunch rush at the diner . ",0
3611,highly watchable stuff . ,0
3612, . . . begins on a high note and sustains it beautifully . ,0
3613,davis . . . gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences . ,0
3614,"'it's better to go in knowing full well what's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics need not apply . '",0
3615,"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking . ",0
3616," "" red dragon "" is entertaining . an obvious copy of one of the best films ever made , how could it not be ? but it is entertaining on an inferior level . it is a popcorn film , not a must-own , or even a must-see . ",0
3617,succeeds only because bullock and grant were made to share the silver screen . ,0
3618,"both flawed and delayed , martin scorcese's gangs of new york still emerges as his most vital work since goodfellas . ",0
3619,"as any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death . on that score , the film certainly doesn't disappoint . ",0
3620,"as the movie traces mr . brown's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times . ",0
3621,a moving and solidly entertaining comedy/drama that should bolster director and co-writer juan josé campanella's reputation in the united states . ,0
3622,"thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods . ",0
3623,"beautifully shot , delicately scored and powered by a set of heartfelt performances , it's a lyrical endeavour . ",0
3624,a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters . ,0
3625,a stylistic romp that's always fun to watch . ,0
3626,"informative , intriguing , observant , often touching . . . gives a human face to what's often discussed in purely abstract terms . ",0
3627," . . . once the true impact of the day unfolds , the power of this movie is undeniable . ",0
3628,"an honest , sensitive story from a vietnamese point of view . ",0
3629," a buoyant romantic comedy about friendship , love , and the truth that we're all in this together . ",0
3630,the film's intimate camera work and searing performances pull us deep into the girls' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that's opened between them . ,0
3631,"it's the perfect star vehicle for grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona . ",0
3632,"gaunt , silver-haired and leonine , [harris] brings a tragic dimension and savage full-bodied wit and cunning to the aging sandeman . ",0
3633,a disturbing examination of what appears to be the definition of a 'bad' police shooting . ,0
3634,it's been made with an innocent yet fervid conviction that our hollywood has all but lost . ,0
3635,"not only a reminder of how they used to make movies , but also how they sometimes still can be made . ",0
3636,a three-hour cinema master class . ,0
3637,eyre is on his way to becoming the american indian spike lee . ,0
3638,psychologically revealing . ,0
3639,"a witty , whimsical feature debut . ",0
3640,"warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message . i loved this film . ",0
3641,"it provides a grim , upsetting glimpse at the lives of some of the 1 . 2 million palestinians who live in the crowded cities and refugee camps of gaza . ",0
3642,"clint eastwood's blood work is a lot like a well-made pb& j sandwich : familiar , fairly uneventful and boasting no real surprises  but still quite tasty and inviting all the same . ",0
3643,"a movie that will surely be profane , politically charged music to the ears of cho's fans . ",0
3644,much of this slick and sprightly cgi feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings . ,0
3645,"rarely , a movie is more than a movie . go . ",0
3646,jacquot's strategy allows his cast the benefit of being able to give full performances . . . while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself . ,0
3647,"quitting delivers a sucker-punch , and its impact is all the greater beause director zhang's last film , the cuddly shower , was a non-threatening multi-character piece centered around a public bath house . ",0
3648,"by not averting his eyes , solondz forces us to consider the unthinkable , the unacceptable , the unmentionable . ",0
3649,"one hour photo may seem disappointing in its generalities , but it's the little nuances that perhaps had to escape from director mark romanek's self-conscious scrutiny to happen , that finally get under your skin . ",0
3650,"while general audiences might not come away with a greater knowledge of the facts of cuban music , they'll be treated to an impressive and highly entertaining celebration of its sounds . ",0
3651,a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,0
3652,"birthday girl lucks out with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie's darker turns . ",0
3653,an interesting look behind the scenes of chicago-based rock group wilco . . . ,0
3654,sharp edges and a deep vein of sadness run through its otherwise comic narrative . ,0
3655,there's lots of cool stuff packed into espn's ultimate x . ,0
3656,"rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle",0
3657,"as a film director , labute continues to improve . ",0
3658,the ya-ya's have many secrets and one is - the books are better . translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya . ,0
3659,"the touch is generally light enough and the performances , for the most part , credible . ",0
3660,"i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed . ",0
3661,steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens--especially the a * * holes . ,0
3662,"that storytelling has value cannot be denied . not even solondz's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it . ",0
3663,"once the downward spiral comes to pass , auto focus bears out as your typical junkie opera . . . ",0
3664,a knowing sense of humor and a lot of warmth ignite son of the bride . ,0
3665,"a rich tale of our times , very well told with an appropriate minimum of means . ",0
3666,"the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life . ",0
3667,"in all fairness , i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks . ",0
3668,"as gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting . ",0
3669,"efficient , suitably anonymous chiller . ",0
3670,"gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet's mouth . ",0
3671,the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . ,0
3672,"it's usually a bad sign when directors abandon their scripts and go where the moment takes them , but olympia , wash . , based filmmakers anne de marcken and marilyn freeman did just that and it's what makes their project so interesting . ",0
3673,"a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill . ",0
3674,"executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted scrooge could fail to respond . ",0
3675,the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman's posthumously published cult novel . ,0
3676,"director claude chabrol has become the master of innuendo . it is not what you see , it is what you think you see . ",0
3677,"a deftly entertaining film , smartly played and smartly directed . ",0
3678,a documentary to make the stones weep -- as shameful as it is scary . ,0
3679,i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness . ,0
3680, a thought-provoking look at how western foreign policy - however well intentioned - can wreak havoc in other cultures . ,0
3681,"asks what truth can be discerned from non-firsthand experience , and specifically questions cinema's capability for recording truth . ",0
3682,"the journey to the secret's eventual discovery is a separate adventure , and thrill enough . ",0
3683,"a quiet , disquieting triumph . ",0
3684,darkly funny and frequently insightful . ,0
3685," . . . the tale of her passionate , tumultuous affair with musset unfolds as sand's masculine persona , with its love of life and beauty , takes form . ",0
3686,"if you want to see a train wreck that you can't look away from , then look no further , because here it is . ",0
3687,there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles . ,0
3688,"the search for redemption makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters' suffering . ",0
3689,a fast paced and suspenseful argentinian thriller about the shadow side of play . ,0
3690,a film of ideas and wry comic mayhem . ,0
3691,"at its worst the screenplay is callow , but at its best it is a young artist's thoughtful consideration of fatherhood . ",0
3692,"a worthwhile documentary , whether you're into rap or not , even if it may still leave you wanting more answers as the credits roll . ",0
3693,fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy . ,0
3694,that the film opens with maggots crawling on a dead dog is not an out of place metaphor . ,0
3695,"stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe . ",0
3696,"the concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers . ",0
3697,norton holds the film together . ,0
3698,"[there's] quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin . ",0
3699,you won't have any trouble getting kids to eat up these veggies . ,0
3700,a creaky staircase gothic . ,0
3701,"enjoyably dumb , sweet , and intermittently hilarious -- if you've a taste for the quirky , steal a glimpse . ",0
3702,a movie that sends you out of the theater feeling like you've actually spent time living in another community . ,0
3703,"light-years ahead of paint-by-number american blockbusters like pearl harbor , at least artistically . ",0
3704,a fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the new age . ,0
3705,isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol's most intense psychological mysteries . ,0
3706,"perhaps not since nelson eddy crooned his indian love call to jeanette macdonald has there been a movie so unabashedly canadian , not afraid to risk american scorn or disinterest . ",0
3707,"wedding feels a bit anachronistic . still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin . ",0
3708,"it's still a comic book , but maguire makes it a comic book with soul . ",0
3709,"brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade . ",0
3710,"an amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence . ",0
3711,"a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger . should be required viewing for civics classes and would-be public servants alike . ",0
3712,adaptation's success in engaging the audience in the travails of creating a screenplay is extraordinary . ,0
3713,a polished and vastly entertaining caper film that puts the sting back into the con . ,0
3714,"it's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke . ",0
3715," . . . while each moment of this broken character study is rich in emotional texture , the journey doesn't really go anywhere . ",0
3716,"the film gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection . ",0
3717,it's an often-cute film but either needs more substance to fill the time or some judicious editing . ,0
3718,this may be burns's strongest film since the brothers mcmullen . ,0
3719,what makes this film special is serry's ability to take what is essentially a contained family conflict and put it into a much larger historical context . ,0
3720,it's quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer . ,0
3721,"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged . ",0
3722,"though not for everyone , the guys is a somber trip worth taking . ",0
3723,will warm your heart without making you feel guilty about it . ,0
3724,"a sly female empowerment movie , although not in a way anyone would expect . ",0
3725,"you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful , brutally shocking and difficult to watch . ",0
3726,"it's a wonderful , sobering , heart-felt drama . ",0
3727,runs on the pure adrenalin of pacino's performance . ,0
3728,the paradiso's rusted-out ruin and ultimate collapse during the film's final ( restored ) thirdemotionally belittle a cinema classic . sometimes shorter is better . ,0
3729,"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american . ",0
3730,"the film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life . ",0
3731,"as a vehicle to savour binoche's skill , the film is well worthwhile . ",0
3732, . . . wise and elegiac . . . ,0
3733,"the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent . ",0
3734,"whatever complaints i might have , i'd take [its] earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor's club any time . ",0
3735,"mastering its formidable arithmetic of cameras and souls , group articulates a flood of emotion . ",0
3736,"a pretty decent kid-pleasing , tolerable-to-adults lark of a movie . ",0
3737,"even during the climactic hourlong cricket match , boredom never takes hold . ",0
3738,combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why didn't hollywood think of this sooner ? ,0
3739,"like kubrick , soderbergh isn't afraid to try any genre and to do it his own way . ",0
3740,nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin . ,0
3741,"if the film has a problem , its shortness disappoints : you want the story to go on and on . ",0
3742,"unlike most anime , whose most ardent fans outside japan seem to be introverted young men with fantasy fetishes , metropolis never seems hopelessly juvenile . ",0
3743,the plot twists give i am trying to break your heart an attraction it desperately needed . ,0
3744,"the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no . 1 drips with style and , at times , blood . ",0
3745,"like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness . ",0
3746,"the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they've told a nice little story in the process . ",0
3747,"flamboyant in some movies and artfully restrained in others , 65-year-old jack nicholson could be looking at his 12th oscar nomination by proving that he's now , more than ever , choosing his roles with the precision of the insurance actuary . ",0
3748," . . . is there a deeper , more direct connection between these women , one that spans time and reveals meaning ? you bet there is and it's what makes this rather convoluted journey worth taking . ",0
3749,"the most amazing super-sized dosage of goofball stunts any "" jackass "" fan could want . ",0
3750,"real women may have many agendas , but it also will win you over , in a big way . ",0
3751,"young everlyn sampi , as the courageous molly craig , simply radiates star-power potential in this remarkable and memorable film . ",0
3752,surprisingly powerful and universal . ,0
3753,"apart from its own considerable achievement , metropolis confirms tezuka's status as both the primary visual influence on the animé tradition and its defining philosophical conscience . ",0
3754,"i'll put it this way : if you're in the mood for a melodrama narrated by talking fish , this is the movie for you . ",0
3755,"morvern callar confirms lynne ramsay as an important , original talent in international cinema . ",0
3756,well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process . ,0
3757,"a plethora of engaging diatribes on the meaning of 'home , ' delivered in grand passion by the members of the various households . ",0
3758,it's technically sumptuous but also almost wildly alive . ,0
3759,this film puts wang at the forefront of china's sixth generation of film makers . ,0
3760,it's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original . ,0
3761,"wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse . ",0
3762,there's none of the happily-ever -after spangle of monsoon wedding in late marriage -- and that's part of what makes dover kosashvili's outstanding feature debut so potent . ,0
3763,an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation . ,0
3764,arguably the best script that besson has written in years . ,0
3765,it's no lie -- big fat liar is a real charmer . ,0
3766,"invigorating , surreal , and resonant with a rainbow of emotion . ",0
3767,"director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films . ",0
3768,pray has really done his subject justice . ,0
3769,an unexpectedly sweet story of sisterhood . ,0
3770,maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while . ,0
3771,"a subtle , humorous , illuminating study of politics , power and social mobility . ",0
3772,"even if you have no interest in the gang-infested , east-vs . -west coast rap wars , this modern mob music drama never fails to fascinate . ",0
3773,"nair's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances . ",0
3774,"berry's saucy , full-bodied performance gives this aging series a much needed kick , making "" die another day "" one of the most entertaining bonds in years",0
3775,"red dragon is less baroque and showy than hannibal , and less emotionally affecting than silence . but , like silence , it's a movie that gets under your skin . ",0
3776,caviezel embodies the transformation of his character completely . ,0
3777,"a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy . ",0
3778,"pacino and williams seem to keep upping the ante on each other , just as their characters do in the film . what results is the best performance from either in years . ",0
3779,the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael . ,0
3780,"béart and berling are both superb , while huppert . . . is magnificent . ",0
3781,"all the actors are good in pauline & paulette but van der groen , described as 'belgium's national treasure , ' is especially terrific as pauline . ",0
3782,"miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of his images . ",0
3783,"muccino seems to be exploring the idea of why human beings long for what they don't have , and how this gets us in trouble . but even while his characters are acting horribly , he is always sympathetic . ",0
3784,"whether or not you buy mr . broomfield's findings , the film acquires an undeniable entertainment value as the slight , pale mr . broomfield continues to force himself on people and into situations that would make lesser men run for cover . ",0
3785,ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled . ,0
3786,"an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller . ",0
3787,"i've never seen or heard anything quite like this film , and i recommend it for its originality alone . ",0
3788,nicole kidman makes it a party worth attending . ,0
3789,catch it . . . if you can ! ,0
3790,"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam'ron seal the deal . ",0
3791,the komediant is a tale worth catching . ,0
3792,the writing is clever and the cast is appealing . ,0
3793,the simplicity of the way home has few equals this side of aesop,0
3794,life on the rez is no picnic : this picture shows you why . ,0
3795,spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry . ,0
3796,"it's the type of film about growing up that we don't see often enough these days : realistic , urgent , and not sugarcoated in the least . ",0
3797,"a taut , sobering film . ",0
3798,exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza . ,0
3799,"it's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s . ",0
3800,"the results , if not memorable , are at least interesting . ",0
3801,a quietly moving look back at what it was to be iranian-american in 1979 . ,0
3802,"like a veteran head cutter , barbershop is tuned in to its community . ",0
3803,"i'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of woolf and clarissa dalloway , the hours represents two of those well spent . ",0
3804,you live the mood rather than savour the story . ,0
3805,"angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately . ",0
3806,"while there are times when the film's reach exceeds its grasp , the production works more often than it doesn't . ",0
3807,"while scorsese's bold images and generally smart casting ensure that "" gangs "" is never lethargic , the movie is hindered by a central plot that's peppered with false starts and populated by characters who are nearly impossible to care about . ",0
3808,"watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown . ",0
3809,the beautifully choreographed kitchen ballet is simple but absorbing . ,0
3810,there's . . . an underlying old world sexism to monday morning that undercuts its charm . ,0
3811," "" the best disney movie since the lion king "" ",0
3812,"transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the x into the games . ",0
3813,spare yet audacious . . . ,0
3814,"think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch . ",0
3815,"there is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us . ",0
3816,"giggling at the absurdities and inconsistencies is part of the fun . but the talented cast alone will keep you watching , as will the fight scenes . ",0
3817,arteta paints a picture of lives lived in a state of quiet desperation . ,0
3818,"drug abuse , infidelity and death aren't usually comedy fare , but turpin's film allows us to chuckle through the angst . ",0
3819,"while insomnia is in many ways a conventional , even predictable remake , nolan's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth . ",0
3820,"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug . ",0
3821,"this is a nicely handled affair , a film about human darkness but etched with a light ( yet unsentimental ) touch . ",0
3822,"amazing ! a college story that works even without vulgarity , sex scenes , and cussing ! ",0
3823,the amazing film work is so convincing that by movies' end you'll swear you are wet in some places and feel sand creeping in others . ,0
3824,a raunchy and frequently hilarious follow-up to the gifted korean american stand-up's i'm the one that i want . ,0
3825,"if you ever wanted to be an astronaut , this is the ultimate movie experience - it's informative and breathtakingly spectacular . ",0
3826,"while parker and co-writer catherine di napoli are faithful to melville's plotline , they and a fully engaged supporting cast . . . have made the old boy's characters more quick-witted than any english lit major would have thought possible . ",0
3827,"a smart , sassy and exceptionally charming romantic comedy . ",0
3828,surprisingly insightful,0
3829,"there are flaws , but also stretches of impact and moments of awe ; we're wrapped up in the characters , how they make their choices , and why . ",0
3830,a gift to anyone who loves both dance and cinema,0
3831,it seems grant doesn't need the floppy hair and the self-deprecating stammers after all . ,0
3832,"a reminder that beyond all the hype and recent digital glitz , spielberg knows how to tell us about people . ",0
3833,"one of the finest , most humane and important holocaust movies ever made . ",0
3834,an engrossing and infectiously enthusiastic documentary . ,0
3835,"a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder . ",0
3836,"a culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling american in europe . ",0
3837,"shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral . extraordinary debut from josh koury . ",0
3838,the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism . ,0
3839,"for those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed . ",0
3840,"all right , so it's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast . ",0
3841,douglas mcgrath's nicholas nickleby does dickens as it should be done cinematically . ,0
3842,"it's a lovely , eerie film that casts an odd , rapt spell . ",0
3843,the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script . ,0
3844,it's good to see michael caine whipping out the dirty words and punching people in the stomach again . ,0
3845,"you just know something terrible is going to happen . but when it does , you're entirely unprepared . ",0
3846,"it's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom . ",0
3847,able to provide insight into a fascinating part of theater history . ,0
3848,"an unflinching , complex portrait of a modern israel that is rarely seen on-screen . ",0
3849,"a jewish ww ii doc that isn't trying simply to out-shock , out-outrage or out-depress its potential audience ! who knew . . . ",0
3850,"it's a familiar story , but one that is presented with great sympathy and intelligence . ",0
3851,gently humorous and touching . ,0
3852,"it won't hold up over the long haul , but in the moment , finch's tale provides the forgettable pleasures of a saturday matinee . ",0
3853,kinnear's performance is a career-defining revelation . ,0
3854,the film is predictable in the reassuring manner of a beautifully sung holiday carol . ,0
3855," . . . hits every cliche we've come to expect , including the assumption that "" crazy "" people are innocent , childlike and inherently funny . ",0
3856,"the strong subject matter continues to shock throughout the film . not everyone will play the dark , challenging tune taught by the piano teacher . ",0
3857,a certain sexiness underlines even the dullest tangents . ,0
3858,"you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear . ",0
3859,"there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch . ",0
3860,that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar . ,0
3861,"a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in . ",0
3862,"after watching it , you can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history . ",0
3863,"in his u . s . debut , mr . schnitzler proves himself a deft pace master and stylist . ",0
3864,"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine . ",0
3865,"rich in shadowy metaphor and as sharp as a samurai sword , jiang wen's devils on the doorstep is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut . ",0
3866,offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film . ,0
3867,a winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others . ,0
3868,"its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there's no time to think about them anyway . ",0
3869,"lohman adapts to the changes required of her , but the actress and director peter kosminsky never get the audience to break through the wall her character erects",0
3870,"although it includes a fair share of dumb drug jokes and predictable slapstick , "" orange county "" is far funnier than it would seem to have any right to be . ",0
3871,"for a movie audience , the hours doesn't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love . ",0
3872,"a bright , inventive , thoroughly winning flight of revisionist fancy . ",0
3873,ozpetek's effort has the scope and shape of an especially well-executed television movie . ,0
3874,"graças às interações entre seus personagens , o filme torna-se não apenas uma história divertida sobre uma curiosa perseguição , mas também um belo estudo de personagens . ",0
3875,"affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together . ",0
3876,"a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach . ",0
3877,"makes one thing abundantly clear . american musical comedy as we know it wouldn't exist without the precedent of yiddish theater , whose jolly , fun-for-fun's-sake communal spirit goes to the essence of broadway . ",0
3878,deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world . ,0
3879,"if anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans . ",0
3880,"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight . ",0
3881,"pan nalin's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient indian practice , are as subtle and as enigmatic . ",0
3882,"the mood , look and tone of the film fit the incredible storyline to a t . ",0
3883,"it's crafty , energetic and smart -- the kid is sort of like a fourteen-year old ferris bueller . ",0
3884,"a work of extraordinary journalism , but it is also a work of deft and subtle poetry . ",0
3885,"it's funny and human and really pretty damned wonderful , all at once . ",0
3886,at 78 minutes it just zings along with vibrance and warmth . ,0
